Type,,,,,,,,,,,,,,,,,,,,,,,,,
your_variable_name_goes_here,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
your_variable_name_goes_here,A,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,B,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,C,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,D,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,E,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,F,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,G,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,H,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,I,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,J,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,K,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,L,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,M,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,N,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,O,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
your_variable_name_goes_here,P,Protein1,Protein1,Protein1,Protein1,Buffer,Buffer,Buffer,Buffer,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
each_new_block_is_a_different_variable,A,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,B,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,C,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,D,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,E,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,F,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,G,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,H,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,I,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,J,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,K,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,L,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,M,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,N,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,O,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
each_new_block_is_a_different_variable,P,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
like_compound_name,A,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,B,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,C,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,D,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,E,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Compound1,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,F,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,G,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,H,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,I,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,J,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Compound2,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,K,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,L,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,M,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,N,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,O,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
like_compound_name,P,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
or_compound_concentration,A,100uM,100uM,100uM,100uM,100uM,100uM,100uM,100uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,B,50uM,50uM,50uM,50uM,50uM,50uM,50uM,50uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,C,25uM,25uM,25uM,25uM,25uM,25uM,25uM,25uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,D,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,E,0uM,0uM,0uM,0uM,0uM,0uM,0uM,0uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,F,100uM,100uM,100uM,100uM,100uM,100uM,100uM,100uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,G,50uM,50uM,50uM,50uM,50uM,50uM,50uM,50uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,H,25uM,25uM,25uM,25uM,25uM,25uM,25uM,25uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,I,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,J,0uM,0uM,0uM,0uM,0uM,0uM,0uM,0uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,K,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,L,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,M,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,N,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,O,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_compound_concentration,P,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
or_pH,A,0uM,0uM,0uM,0uM,0uM,0uM,0uM,0uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,B,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,C,25uM,25uM,25uM,25uM,25uM,25uM,25uM,25uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,D,0uM,0uM,0uM,0uM,0uM,0uM,0uM,0uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,E,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,12.5uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,F,25uM,25uM,25uM,25uM,25uM,25uM,25uM,25uM,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,G,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,H,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,I,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,J,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,K,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,L,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,M,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,N,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,O,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
or_pH,P,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty